Entry	yourlist:M2018111914483A1C7ED25EE8374758DF3FD545FD0155CE6	Gene ontology IDs	Gene names
Q59EA3	1003	GO:0001955; GO:0005509; GO:0005886; GO:0007156; GO:0016021	
Q12224	856016	GO:0000977; GO:0000982; GO:0005634; GO:0007165; GO:0008301; GO:0036003; GO:0043565; GO:0045944; GO:0046983; GO:0051019	RLM1 YPL089C LPG19C
P40565	854821	GO:0000245; GO:0000349; GO:0000398; GO:0003723; GO:0005681; GO:0005686; GO:0005737; GO:0006406; GO:0070274	IST3 SNU17 YIR005W YIB5W
Q03254	855320	GO:0004722; GO:0005634; GO:0005829; GO:0006357; GO:0008420; GO:0070940	FCP1 YMR277W YM8021.03
P38199	852248	GO:0000723; GO:0000784; GO:0000932; GO:0003729; GO:0005737; GO:0006325; GO:0006417; GO:0007004; GO:0008298; GO:0048255; GO:0051028	HEK2 KHD1 YBL032W YBL0418
A0A024RBU8	8228	GO:0004806; GO:0016042; GO:0050253	PNPLA4 hCG_1981647
P41247	8228	GO:0004806; GO:0005739; GO:0005829; GO:0019433; GO:0050253	PNPLA4 DXS1283E GS2
A0A1U9X7S4	2968	GO:0000439; GO:0001671; GO:0006289	
Q92759	2968	GO:0000438; GO:0000439; GO:0001671; GO:0003690; GO:0003700; GO:0005634; GO:0005654; GO:0005669; GO:0005675; GO:0006281; GO:0006283; GO:0006289; GO:0006293; GO:0006294; GO:0006296; GO:0006361; GO:0006363; GO:0006366; GO:0006367; GO:0006368; GO:0006370; GO:0016607; GO:0033683; GO:0070816; GO:0070911	GTF2H4
Q9HDV6	2541317	GO:0000902; GO:0005737; GO:0005938; GO:0016020; GO:0031097; GO:0032153; GO:0051285; GO:0051286; GO:1902716; GO:2000100	mor2 SPBP19A11.04c
Q8NG31	57082	GO:0000777; GO:0001669; GO:0001675; GO:0005634; GO:0005654; GO:0005829; GO:0008608; GO:0010923; GO:0016604; GO:0034080; GO:0034501; GO:0051301	KNL1 CASC5 KIAA1570
P43603	850580	GO:0030479; GO:0032587; GO:0035091; GO:0051015; GO:0051017; GO:0051666; GO:1900027	LSB3 YFR024C-A YFR024C
P21461	39884	GO:0000151; GO:0004842; GO:0005634; GO:0005829; GO:0006511; GO:0007423; GO:0007465; GO:0007601; GO:0008270; GO:0010498; GO:0031624; GO:0032436; GO:0035883; GO:0042802; GO:0043161; GO:0045500; GO:0045676; GO:0061630	sina CG9949
X2JB60	39884	GO:0005634; GO:0006511; GO:0007275; GO:0008270; GO:0016567	sina anon-EST:fe2H7 Dmel\CG9949 sia SINA Sina CG9949 Dmel_CG9949
P25642	850434	GO:0003735; GO:0005762; GO:0032543	IMG2 YCR071C YCR71C
P32597	854680	GO:0000775; GO:0004386; GO:0005524; GO:0005634; GO:0006284; GO:0006302; GO:0006337; GO:0006355; GO:0006368; GO:0007010; GO:0007059; GO:0008094; GO:0015616; GO:0016584; GO:0016586; GO:0016887; GO:0031055; GO:0043044; GO:0051321; GO:0061587; GO:0070577	STH1 NPS1 YIL126W
P23500	853926	GO:0005381; GO:0005743; GO:0006397; GO:0015093; GO:0016021; GO:0048250	MRS4 YKR052C
Q06090	856214	GO:0003735; GO:0005762; GO:0032543	MRPL51 YPR100W P8283.12
P40858	853349	GO:0003735; GO:0005762; GO:0032543	MRPL49 YJL096W J0904
A4D1U3	6742	GO:0003697; GO:0005739; GO:0006260; GO:0070584	SSBP1 hCG_2014251 tcag7.401
B7Z268	6742	GO:0003697; GO:0006260	SSBP1 hCG_2014251
Q04837	6742	GO:0003682; GO:0003697; GO:0003723; GO:0005634; GO:0005739; GO:0005759; GO:0006264; GO:0007005; GO:0009295; GO:0042645; GO:0051096; GO:0070062; GO:0070584	SSBP1 SSBP
P43588	850554	GO:0000266; GO:0004843; GO:0005634; GO:0005739; GO:0005829; GO:0008237; GO:0008541; GO:0016559; GO:0016579; GO:0034515; GO:0043161; GO:0046872; GO:0070628; GO:1902906	RPN11 MPR1 YFR004W
P12314	2209	GO:0002479; GO:0005886; GO:0006898; GO:0006911; GO:0006955; GO:0007165; GO:0016021; GO:0019864; GO:0030669; GO:0031901; GO:0038096; GO:0050776; GO:0060333	FCGR1A FCG1 FCGR1 IGFR1
P12685	853312	GO:0005886; GO:0005887; GO:0008324; GO:0015079; GO:0030007; GO:0045121; GO:0140107; GO:1990573	TRK1 YJL129C J0693
P41695	853100	GO:0000776; GO:0000778; GO:0000780; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0006468; GO:0007094; GO:0016236; GO:0031134; GO:0034501; GO:0034508; GO:0042802; GO:0051754	BUB1 YGR188C G7542
P11709	850328	GO:0000022; GO:0000742; GO:0000743; GO:0000776; GO:0000778; GO:0005816; GO:0005819; GO:0005876; GO:0005938; GO:0008017; GO:0030543; GO:0031115; GO:0035371; GO:0042803; GO:0043332; GO:0051301	BIK1 YCL029C YCL29C
Q04383	852112	GO:0000470; GO:0000790; GO:0003682; GO:0003723; GO:0006412; GO:0006974; GO:0022625	PLM2 YDR501W
P40975	856697	GO:0005886; GO:0016020; GO:0016021; GO:0030234; GO:0032781	PMP2 YEL017C-A YEL017BC
P53244	852960	GO:0031625; GO:0070086	ART5 YGR068C
Q5ZK81	422705	GO:0006069; GO:0008270; GO:0051903	RCJMB04_12i19
Q04119	852063	GO:0000298; GO:0000329; GO:0004309; GO:0005634; GO:0005829; GO:0006797; GO:0006798; GO:0016021; GO:0046872	PPN1 PHM5 YDR452W D9461.37
P21954	851493	GO:0000287; GO:0004450; GO:0005739; GO:0006097; GO:0006099; GO:0006102; GO:0006537; GO:0006739; GO:0042645; GO:0042803; GO:0051287	IDP1 YDL066W
A0A090N7V5	79017	GO:0003839	C7orf24 tcag7.1010
O75223	79017	GO:0001836; GO:0003839; GO:0005829; GO:0006750; GO:0042803; GO:0070062	GGCT C7orf24 CRF21
Q07657	851373	GO:0000082; GO:0000144; GO:0000281; GO:0000915; GO:0000917; GO:0000921; GO:0003924; GO:0005525; GO:0005829; GO:0005940; GO:0010458; GO:0015630; GO:0016020; GO:0031105; GO:0032160; GO:0032186; GO:0032947; GO:0060271; GO:0061163; GO:0097271	SHS1 SEP7 YDL225W
A0A1P8BB55	830996	GO:0003677; GO:0003700; GO:0005634	HY5 BZIP TRANSCRIPTION FACTOR HY5 ELONGATED HYPOCOTYL 5 TED 5 At5g11260 F2I11.150 F2I11_150
A0A384KAH1	830996	GO:0003677; GO:0003700; GO:0005634	AXX17_At5g10960
O24646	830996	GO:0003677; GO:0003690; GO:0003700; GO:0005634; GO:0009585; GO:0009737; GO:0009738; GO:0009740; GO:0009787; GO:0009958; GO:0010017; GO:0010099; GO:0010114; GO:0010218; GO:0010224; GO:0031539; GO:0032993; GO:0042753; GO:0043565; GO:0044212; GO:0080167	HY5 BZIP56 At5g11260 F2I11_150
Q1H5E5	830996	GO:0003677; GO:0003700; GO:0005634	At5g11260
Q03774	851743	GO:0005634; GO:0005654; GO:0005829; GO:0043527; GO:0106004; GO:0106143	TRM82 YDR165W YD8358.19
P42939	853120	GO:0000813; GO:0005768; GO:0005829; GO:0006623; GO:0031333; GO:0031902; GO:0032509; GO:0043130; GO:1904669	MVB12 YGR206W G7740
P12954	853353	GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006281; GO:0006303; GO:0008047; GO:0032079; GO:0032508; GO:0032986; GO:0043140; GO:0045910; GO:2000042	SRS2 HPR5 RADH YJL092W J0913
P02407	854984	GO:0000028; GO:0002181; GO:0003735; GO:0022627	RPS17A RP51A YML024W
O13297	855873	GO:0004651; GO:0006370; GO:0031533; GO:0032968; GO:0098501; GO:0098507; GO:1900182	CET1 YPL228W P1433
P05066	854568	GO:0000166; GO:0000719; GO:0003677; GO:0003729; GO:0003904; GO:0005634; GO:0005739; GO:0018298	PHR1 YOR386W
P53067	852610	GO:0005634; GO:0005635; GO:0005643; GO:0005737; GO:0005829; GO:0006606; GO:0008536; GO:0008565; GO:0051028	KAP114 YGL241W HRC1004
P37291	850747	GO:0004372; GO:0005737; GO:0006544; GO:0006565; GO:0006730; GO:0008270; GO:0016597; GO:0019264; GO:0030170; GO:0035999; GO:0046653; GO:0046655; GO:0050897; GO:0070905; GO:1904482	SHM2 SHMT2 YLR058C L2156
O60132	2539642	GO:0015630; GO:0030674; GO:0030950; GO:0031500; GO:0032153; GO:0034613; GO:0035839; GO:0035840; GO:0051285; GO:0051286; GO:0061246; GO:0071963; GO:1903067; GO:1903068; GO:1903078; GO:2000784	tea4 wsh3 SPBC1706.01
P08004	855529	GO:0000918; GO:0000920; GO:0004100; GO:0005886; GO:0006031; GO:0016021; GO:0030428; GO:0031505; GO:0045009	CHS1 YNL192W N1404
O45713	173071	GO:0003723; GO:0003729; GO:0005847; GO:0098789	rbm-3.2 CELE_R09B3.3 R09B3.3
P70371	21749	GO:0000723; GO:0000781; GO:0000783; GO:0000784; GO:0001650; GO:0003691; GO:0003720; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005819; GO:0007004; GO:0007094; GO:0008017; GO:0008022; GO:0008156; GO:0008301; GO:0016604; GO:0031116; GO:0032211; GO:0042162; GO:0042493; GO:0042803; GO:0043065; GO:0045141; GO:0045840; GO:0045931; GO:0046982; GO:0051260; GO:0051301; GO:0051974; GO:0061820; GO:0070187; GO:0071532; GO:0098505; GO:1904792; GO:1904850; GO:1904911; GO:1905778; GO:1905839	Terf1 Trf1
Q3V252	21749	GO:0000723; GO:0000783; GO:0003691; GO:0042803; GO:0045141	Terf1
P40073	856854	GO:0001402; GO:0005034; GO:0005078; GO:0005886; GO:0005933; GO:0005935; GO:0007231; GO:0016021; GO:0030010; GO:0034605; GO:0043332; GO:0044697	SHO1 SSU81 YER118C
P32492	851204	GO:0000146; GO:0005516; GO:0005524; GO:0005933; GO:0005934; GO:0007533; GO:0008298; GO:0016459; GO:0031941; GO:0048309; GO:0051015; GO:0051028	MYO4 SHE1 YAL029C FUN22
P12866	853671	GO:0000770; GO:0005524; GO:0005794; GO:0005886; GO:0015440; GO:0016020; GO:0016021; GO:0019236; GO:0042626; GO:0043332; GO:0055085	STE6 YKL209C
Q09763	2542635	GO:0000917; GO:0000935; GO:0005089; GO:0005622; GO:0005737; GO:0005826; GO:0005829; GO:0031097; GO:0032153; GO:0032488; GO:0032955; GO:0035023; GO:0051285; GO:0051286; GO:0061246; GO:0070938; GO:1902716; GO:1903473; GO:1904498; GO:1990386; GO:2000100; GO:2000784	gef1 SPAC24H6.09
P18900	852288	GO:0000010; GO:0005739; GO:0006744; GO:0008299; GO:0031314; GO:0046872	COQ1 YBR003W YBR0109
P07270	850594	GO:0000977; GO:0001078; GO:0003700; GO:0003714; GO:0005634; GO:0005737; GO:0006338; GO:0008134; GO:0016036; GO:0043565; GO:0045937; GO:0045944; GO:0046983; GO:1990837	PHO4 YFR034C
P54730	855089	GO:0005634; GO:0005737; GO:0019898; GO:0030433; GO:0030435; GO:0044877	UBX4 YMR067C YM9916.06C
O14038	2542639	GO:0005783; GO:0005789; GO:0006886; GO:0006888; GO:0016021; GO:0030134	SPAC2C4.05
A0A024R159	84263	GO:0005739; GO:0016491	HSDL2 hCG_28783
Q6YN16	84263	GO:0005739; GO:0005777; GO:0016020; GO:0016491	HSDL2 C9orf99 SDR13C1
Q12209	850736	GO:0000293; GO:0005623; GO:0006811; GO:0006875; GO:0016020; GO:0016021; GO:0016722; GO:0055072	FRE8 YLR047C L2114
P51862	851086	GO:0000131; GO:0005089; GO:0005546; GO:0005934; GO:0007264; GO:0030010; GO:0035023; GO:0043332; GO:0043951; GO:0045807; GO:0060237; GO:0090630; GO:1903501	ROM2 YLR371W L8039.3
P01123	850505	GO:0000045; GO:0000139; GO:0000149; GO:0000407; GO:0003924; GO:0005525; GO:0005789; GO:0005795; GO:0005801; GO:0005829; GO:0006886; GO:0006888; GO:0006890; GO:0016236; GO:0031410; GO:0032258; GO:0032456; GO:0032482; GO:0034045; GO:0034497; GO:0034498; GO:0035493; GO:0035494; GO:0043549; GO:0048194; GO:0048211; GO:0061709; GO:0090114; GO:1900101; GO:1990261	YPT1 YP2 YFL038C
P21672	854744	GO:0004748; GO:0005524; GO:0005737; GO:0005971; GO:0006260; GO:0009263	RNR3 DIN1 YIL066C
P32264	851894	GO:0003723; GO:0004349; GO:0005524; GO:0005829; GO:0006561; GO:0034517; GO:0055129	PRO1 YDR300C D9740.12
P53960	855688	GO:0002196; GO:0004813; GO:0005524; GO:0006419; GO:0006450; GO:0046872	YNL040W N2679
Q07872	850621	GO:0000147; GO:0006897; GO:0007015; GO:0030276; GO:0030479; GO:0072659	ENT4 YLL038C
P50278	855769	GO:0005634; GO:0005737; GO:0005975; GO:0006409; GO:0009051	SOL1 YNR034W N3291
Q15835	6011	GO:0004672; GO:0004703; GO:0005524; GO:0007601; GO:0008277; GO:0016056; GO:0022400; GO:0046777; GO:0050254; GO:0097381	GRK1 RHOK
Q3MUH5	421202	GO:0004842; GO:0005635; GO:0005654; GO:0006281; GO:0006513; GO:0006974; GO:0007276; GO:0016604; GO:0031625; GO:0036297; GO:0042127; GO:0043240; GO:0061630	FANCL
Q7LL22	3361470	GO:0000942; GO:0005634; GO:0005654; GO:0005730; GO:0044732; GO:0044816; GO:0051010; GO:0051315; GO:0061497; GO:0072686; GO:0072766	nsk1 SPAC3G9.01
Q10432	2539352	GO:0000723; GO:0000782; GO:0000784; GO:0005634; GO:0005654; GO:0006348; GO:0016233; GO:0032206; GO:0032211; GO:0032212; GO:0034613; GO:0035974; GO:0045132; GO:0045141; GO:0048239; GO:0051973; GO:0070187; GO:1902496; GO:1905324	ccq1 SPCC188.07
P22219	852394	GO:0000011; GO:0004674; GO:0005524; GO:0005643; GO:0005770; GO:0005794; GO:0006468; GO:0006623; GO:0010008; GO:0016236; GO:0030242; GO:0032968; GO:0034271; GO:0034272; GO:0043130; GO:0045053; GO:0045324; GO:0048017; GO:0071561; GO:0120095	VPS15 GRD8 VAC4 VPL19 YBR097W YBR0825
P53905	855575	GO:0000398; GO:0000956; GO:0003723; GO:0005688; GO:0005689; GO:0005730; GO:0005732; GO:0005737; GO:0008033; GO:0030490; GO:0046540; GO:0071004; GO:0071013; GO:1990726	LSM7 YNL147W N1202 N1780
O60152	2540764	GO:0000151; GO:0005634; GO:0005737; GO:0008270; GO:0016567; GO:0043161; GO:0061630; GO:0070647; GO:0071455; GO:0071596; GO:1990920; GO:2000639	ubr1 SPBC19C7.02 SPBC32F12.14
Q3E7C1	851652	GO:0000439; GO:0005634; GO:0005675; GO:0005829; GO:0006289; GO:0006366; GO:0070816	TFB5 YDR079C-A
P53199	852883	GO:0000252; GO:0003854; GO:0005783; GO:0005789; GO:0006696; GO:0016491; GO:0016616; GO:0047012; GO:0103066; GO:0103067	ERG26 YGL001C
P0CX84	851419,851336	GO:0000463; GO:0002181; GO:0003729; GO:0003735; GO:0022625; GO:0030687	RPL35A SOS1 YDL191W D1249
P0CX85	851419,851336	GO:0000463; GO:0002181; GO:0003729; GO:0003735; GO:0022625; GO:0030687	RPL35B SOS2 YDL136W D2170
P53264	853007	GO:0004623; GO:0005739; GO:0005743; GO:0016740; GO:0032048; GO:0035965; GO:0052689; GO:0055088	CLD1 YGR110W G6140
Q08269	853990	GO:0005886; GO:0006812; GO:0010961; GO:0015095; GO:0015693; GO:0016020; GO:0016021; GO:0022890	ALR1 YOL130W
P47116	853522	GO:0000082; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0006468; GO:0006873; GO:0015846; GO:0035556	PTK2 STK2 YJR059W J1725
P47089	853471	GO:0001731; GO:0002188; GO:0003723; GO:0003729; GO:0003743; GO:0005840; GO:0043024	TMA22 RBF22 YJR014W J1446 YJR83.12
P08153	851724	GO:0000083; GO:0000977; GO:0000981; GO:0001012; GO:0005634; GO:0005737; GO:0007074; GO:0031496; GO:0036033; GO:0046872	SWI5 YDR146C YD8358.03C
Q10482	2542262	GO:0015174; GO:0016020; GO:0031142; GO:0034488; GO:0043951; GO:0071627	stm1 SPAC17C9.10
P03873	854604	GO:0004518; GO:0004519; GO:0005739; GO:0005743; GO:0006397; GO:0008380; GO:0009055; GO:0016021; GO:0022904	BI2 Q0110
Q08747	854470	GO:0000500; GO:0001165; GO:0001181; GO:0005730; GO:0006325; GO:0042790	UAF30 YOR295W
P06242	851450	GO:0004693; GO:0005524; GO:0005634; GO:0005675; GO:0005737; GO:0005829; GO:0006360; GO:0006366; GO:0006370; GO:0006468; GO:0007049; GO:0008353; GO:0045944; GO:0051301; GO:0070816; GO:0070985; GO:1900018; GO:1901921; GO:1903654; GO:1904031; GO:1905866	KIN28 YDL108W D2330
P39750	2543164	GO:0000287; GO:0000731; GO:0003677; GO:0005634; GO:0005654; GO:0005730; GO:0005739; GO:0006284; GO:0008821; GO:0017108; GO:0035753; GO:0035861; GO:0043137; GO:0043596; GO:0045145; GO:0048256; GO:0051908; GO:1903469; GO:1904162	rad2 fen1 SPAC3G6.06c
A0A1D3PCL0	174165		farl-11 CELE_F10E7.8 F10E7.8
A0A1D3PD01	174165		farl-11 CELE_F10E7.8 F10E7.8
Q19300	174165	GO:0005783; GO:0007029; GO:0060562; GO:2001137	farl-11 CELE_F10E7.8 F10E7.8
P31688	851646	GO:0004805; GO:0005737; GO:0005946; GO:0005992; GO:0009405; GO:0030448; GO:0031505; GO:0034605; GO:0043936; GO:0070413	TPS2 PFK3 YDR074W YD8554.07
Q12509	850774	GO:0000812; GO:0005737; GO:0006338; GO:0031491; GO:0034399; GO:0043486	ARP6 YLR085C L2393 L9449.13
Q06681	851926	GO:0005739; GO:0005789; GO:0006915; GO:0016021; GO:0031966; GO:0032366; GO:0032541; GO:0032934; GO:0120015	YSP2 LAM2 LTC4 YDR326C
P38634	850768	GO:0000079; GO:0000082; GO:0004861; GO:0005634; GO:0005737; GO:0016242	SIC1 SDB25 YLR079W L9449.8
P47110	853500	GO:0000727; GO:0003887; GO:0006272; GO:0006273; GO:0006277; GO:0006278; GO:0006284; GO:0006289; GO:0006298; GO:0006301; GO:0043137; GO:0043625; GO:0090305	POL32 YJR043C J1626
Q04410	852129	GO:0000139; GO:0005737; GO:0005794; GO:0005801; GO:0006888; GO:0007030; GO:0009306	GRH1 YDR517W
Q07560	851413	GO:0000002; GO:0005739; GO:0005743; GO:0006612; GO:0006644; GO:0006873; GO:0007006; GO:0008610; GO:0008808; GO:0016021; GO:0032049; GO:0046474	CRD1 CLS1 YDL142C
P38764	856422	GO:0005634; GO:0006511; GO:0008540; GO:0030234; GO:0030674; GO:0034515; GO:0042176; GO:0043161	RPN1 HRD2 NAS1 RPD1 YHR027C
Q02516	854540	GO:0000436; GO:0000786; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0008134; GO:0016602; GO:0032993; GO:0043457; GO:0045892; GO:0045944; GO:0046982	HAP5 YOR358W
P32904	856552	GO:0003735; GO:0005762; GO:0019843; GO:0032543	MRPL6 YHR147C
P40487	854703	GO:0005737; GO:0016740; GO:0017183	DPH1 YIL103W
A0A024R7V6	5862	GO:0003924; GO:0005525; GO:0005794	RAB2 hCG_40714
P61019	5862	GO:0000139; GO:0003924; GO:0005525; GO:0005634; GO:0005765; GO:0005789; GO:0005794; GO:0005829; GO:0006886; GO:0006888; GO:0007030; GO:0019003; GO:0032482; GO:0033116; GO:0042470; GO:0043687; GO:0070062	RAB2A RAB2
P40578	854851	GO:0005634; GO:0030176; GO:0030466; GO:0036083; GO:0036086; GO:0045944; GO:0048255; GO:0061399; GO:0061419; GO:0070417	MGA2 YIR033W
P32504	853041	GO:0000022; GO:0000778; GO:0000780; GO:0000921; GO:0005737; GO:0005816; GO:0005819; GO:0007059; GO:0008301; GO:0019237; GO:0031518; GO:0051233	CBF2 CBF3A CEP2 CTF14 NDC10 YGR140W
P53978	855718	GO:0003746; GO:0005524; GO:0006414; GO:0016887; GO:0022626	HEF3 YEF3B ZRG7 YNL014W N2846
P01111	4893	GO:0000139; GO:0000165; GO:0001938; GO:0002223; GO:0003924; GO:0005525; GO:0005794; GO:0005886; GO:0007265; GO:0016020; GO:0043312; GO:0044877; GO:0070062; GO:0070821	NRAS HRAS1
Q5U091	4893	GO:0003924; GO:0005525; GO:0007165; GO:0016020	NRAS hCG_38454
Q96CA4	3231	GO:0005634; GO:0006355; GO:0043565	HOXD1
Q9GZZ0	3231	GO:0000981; GO:0005654; GO:0019233; GO:0030182; GO:0043565; GO:0048706	HOXD1 HOX4 HOX4G
Q12222	853992	GO:0004674; GO:0004693; GO:0005524; GO:0005634; GO:0006468; GO:0006508; GO:0034605; GO:0071472	YGK3 YOL128C
P25380	850309	GO:0005886; GO:0009277; GO:0030476; GO:0031225; GO:0031505	SPS22 YCL048W YCL48W
Q05164	854010	GO:0005576; GO:0009277; GO:0015926; GO:0031225; GO:0031505	HPF1 YOL155C AOF1001
Q08553	854351	GO:0005847; GO:0006397; GO:0030846; GO:0030847	SYC1 YOR179C
P40498	854717	GO:0000462; GO:0005634; GO:0005654; GO:0005730; GO:0019843; GO:0031167; GO:0032040; GO:0034511; GO:0042274	UTP25 YIL091C
Q3E763	1466436		YDR246W-A smORF127
A0A0B4KHM2	42000		CSN5 BcDNA.LD14392 BcDNA:LD14392 CH5 CSN-5 Csn5 csn5 DCH5 Dch5 dch5 Dmel\CG14884 JAB1 Jab1 jab1 JadBp l(3)89Cf l(3)L4032 l(3)M203 Q9XZ58 quo CG14884 Dmel_CG14884
Q9XZ58	42000	GO:0000338; GO:0001751; GO:0005737; GO:0007275; GO:0007281; GO:0007310; GO:0007314; GO:0007409; GO:0008180; GO:0008237; GO:0008347; GO:0019784; GO:0032435; GO:0034399; GO:0035204; GO:0035207; GO:0036099; GO:0045787; GO:0046872; GO:0048140; GO:0048142; GO:0048477; GO:0050821; GO:1903364	CSN5 quo CG14884
Q04673	850691	GO:0000112; GO:0000439; GO:0003676; GO:0005675; GO:0006289; GO:0006357; GO:0006366; GO:0008270; GO:0061630; GO:0070816	SSL1 YLR005W
P32618	856668		YEL043W SYGP-ORF14
P39967	856835	GO:0004197; GO:0004843; GO:0006511; GO:0016579	UBP9 YER098W
P36010	853798	GO:0004550; GO:0005524; GO:0005758; GO:0005829; GO:0006165; GO:0006183; GO:0006228; GO:0006241; GO:0006281; GO:0006974; GO:0009142; GO:0046872	YNK1 NDK1 YNK YKL067W YKL333
P38187	852212	GO:0004197; GO:0004843; GO:0005623; GO:0006511; GO:0010995; GO:0016579	UBP13 YBL067C YBL0621
P39685	855159	GO:0005641; GO:0005643; GO:0006606; GO:0006913; GO:0006999; GO:0016021; GO:0017056; GO:0030474; GO:0031965; GO:0043495; GO:0051028; GO:0070762	POM152 YMR129W YM9553.05
P07252	853221	GO:0000958; GO:0003729; GO:0005739; GO:0006397; GO:0009060; GO:0031314	CBP1 YJL209W HRA654 J0242
P26188	851327	GO:0003677; GO:0003908; GO:0005634; GO:0006307	MGT1 YDL200C D1204
B7Z9N2	8260	GO:0016740	ARD1A hCG_39228
P41227	8260	GO:0004596; GO:0005622; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0006323; GO:0006473; GO:0006474; GO:0006475; GO:0008080; GO:0016020; GO:0017198; GO:0018002; GO:0022626; GO:0031415; GO:1990189; GO:1990190; GO:2000719	NAA10 ARD1 ARD1A TE2
P32660	856913	GO:0000287; GO:0000749; GO:0004012; GO:0005524; GO:0005794; GO:0005886; GO:0006886; GO:0006897; GO:0007163; GO:0010008; GO:0015662; GO:0016021; GO:0045332; GO:0070867; GO:1990531	DNF1 YER166W SYGP-ORF7
P54787	854876	GO:0000011; GO:0005085; GO:0005829; GO:0006623; GO:0006895; GO:0032511; GO:0036010; GO:0043130	VPS9 VPT9 YML097C
P40506	854726	GO:0004632; GO:0005634; GO:0005737; GO:0015937; GO:1990143	CAB2 YIL083C
Q01159	852747	GO:0004484; GO:0005525; GO:0005634; GO:0006370; GO:0008033; GO:0031533; GO:0045944	CEG1 YGL130W G2853
P07269	851452	GO:0000105; GO:0000978; GO:0001077; GO:0005634; GO:0005829; GO:0006338; GO:0009113; GO:0043388; GO:0045937; GO:0045944; GO:2000679	PHO2 BAS2 GRF10 YDL106C D2350
P32767	852868	GO:0005635; GO:0005737; GO:0006606; GO:0008139; GO:0008565	KAP122 PDR6 YGL016W
B7Z8M7	5861	GO:0003924; GO:0005525	
P62820	5861	GO:0000045; GO:0000139; GO:0003924; GO:0005525; GO:0005769; GO:0005789; GO:0005794; GO:0005829; GO:0006886; GO:0006888; GO:0006890; GO:0006897; GO:0006914; GO:0007030; GO:0016192; GO:0016477; GO:0019068; GO:0030252; GO:0030658; GO:0032402; GO:0032482; GO:0034446; GO:0042470; GO:0042742; GO:0043687; GO:0045296; GO:0047496; GO:0048208; GO:0070062; GO:0072606; GO:0090110; GO:1903020; GO:1904668	RAB1A RAB1
Q5U0I6	5861	GO:0003924; GO:0005525	RAB1A hCG_22592
P32351	854652	GO:0000429; GO:0003713	IMP2' IMP2 YIL154C
Q12069	851525	GO:0000455; GO:0003723; GO:0005739; GO:0009982; GO:0031119; GO:0106029	PUS9 YDL036C D2743
P09064	855838	GO:0001731; GO:0003729; GO:0003743; GO:0005850; GO:0016282; GO:0031369; GO:0043614; GO:0046872	SUI3 TIF212 YPL237W
Q08955	855901	GO:0000784; GO:0005789; GO:0007129; GO:0010520; GO:0016021; GO:0030435; GO:0031965; GO:0045132; GO:0045141	CSM4 YPL200W
P50264	855034	GO:0015940; GO:0016491; GO:0046208; GO:0046592; GO:0052901; GO:0052902; GO:0052903; GO:0052904	FMS1 YMR020W YM9711.09
Q09811	2541620	GO:0000070; GO:0000228; GO:0000706; GO:0000722; GO:0000723; GO:0000724; GO:0000725; GO:0000784; GO:0001302; GO:0003677; GO:0005524; GO:0005634; GO:0005694; GO:0005730; GO:0005737; GO:0006265; GO:0006281; GO:0006301; GO:0006310; GO:0006974; GO:0009378; GO:0010520; GO:0010947; GO:0031297; GO:0031422; GO:0031573; GO:0031860; GO:0032508; GO:0035861; GO:0043007; GO:0043140; GO:0043596; GO:0045132; GO:0070914; GO:0071140; GO:1903221; GO:1990426	rqh1 hus2 rad12 rec9 SPAC2G11.12
P50526	2538951	GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006468; GO:0010971; GO:0030042; GO:0032153; GO:0035556; GO:0042149; GO:0042307; GO:0051285; GO:0051523; GO:0070317; GO:1902716; GO:1904262	ssp1 SPCC297.03
P47043	853390	GO:0000977; GO:0000981; GO:0005634; GO:0008270; GO:0034225; GO:0045944; GO:0097236	ZAP1 YJL056C J1145
O60749	6643	GO:0005154; GO:0005158; GO:0005737; GO:0005764; GO:0005768; GO:0005829; GO:0006886; GO:0006897; GO:0010008; GO:0016020; GO:0030027; GO:0030904; GO:0030905; GO:0031901; GO:0032991; GO:0034498; GO:0035091; GO:0042147; GO:0042803; GO:0045296; GO:0046982; GO:0051259; GO:0072673; GO:1990459; GO:1990460	SNX2 TRG9
P10823	856741	GO:0001302; GO:0001403; GO:0001664; GO:0003924; GO:0005525; GO:0005834; GO:0005886; GO:0007124; GO:0007165; GO:0007188; GO:0007189; GO:0009757; GO:0010255; GO:0030437; GO:0031683; GO:0046872	GPA2 SSP101 YER020W
