Entry	yourlist:M2018111714483A1C7ED25EE8374758DF3FD545FD01369DP	Gene ontology IDs
Q08491	854243	GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0006412; GO:0006414; GO:0006417; GO:0030163; GO:0030674; GO:0034427; GO:0044877; GO:0070478; GO:0070481; GO:0070651
Q04223	855160	GO:0016787
P47019	853320	GO:0005634; GO:0005737; GO:0042273
P48566	855423	GO:0000131; GO:0000133; GO:0000329; GO:0005096; GO:0005770; GO:0005829; GO:0005886; GO:0005934; GO:0005935; GO:0006886; GO:0006887; GO:0006897; GO:0017137; GO:0032880; GO:0043087; GO:0070649; GO:0090630
P0CE90	855813,850662	GO:0005199; GO:0009277; GO:0031505
P0CE91	855813,850662	GO:0005199; GO:0009277; GO:0031505
P53196	852880	GO:0000502; GO:0005634; GO:0005829; GO:0006511; GO:0070682
P47166	853598	GO:0005794; GO:0017137
P53104	852695	GO:0000045; GO:0000407; GO:0000421; GO:0000422; GO:0004674; GO:0005524; GO:0005829; GO:0006468; GO:0006914; GO:0010506; GO:0015031; GO:0016020; GO:0032258; GO:0034045; GO:0034727; GO:0044805; GO:0046777; GO:0061709; GO:0061908; GO:0097635; GO:0120095; GO:1990316
P0CX57	856258,851269	GO:0000943; GO:0003723; GO:0005737; GO:0032197
P0CX58	856258,851269	GO:0000943; GO:0003723; GO:0005737; GO:0032197
P12630	854797	GO:0000754; GO:0004190; GO:0005576; GO:0006508; GO:0009277; GO:0030163; GO:0031505; GO:0043171
Q01329	851255	GO:0005847; GO:0005849; GO:0006378; GO:0008033; GO:0030846; GO:0030847; GO:0098789
Q2V2P0	3799978	
P38291	852465	GO:0000172; GO:0000294; GO:0003723; GO:0004526; GO:0005655; GO:0005697; GO:0006364; GO:0008033; GO:0034965
Q05946	850919	GO:0000447; GO:0000462; GO:0000472; GO:0000480; GO:0005654; GO:0005730; GO:0030515; GO:0031167; GO:0032040; GO:0034388
P43574	850523	GO:0000978; GO:0001077; GO:0001080; GO:0003700; GO:0005634; GO:0005737; GO:0008270; GO:0010508; GO:0036278; GO:0043565; GO:0090294
P53901	855570	GO:0000142; GO:0000281; GO:0030234; GO:0032154; GO:0044697; GO:0051276; GO:1903474; GO:1990344
O43681	439	GO:0005215; GO:0005524; GO:0005634; GO:0005730; GO:0005737; GO:0005789; GO:0006620; GO:0015105; GO:0016887; GO:0036498; GO:0043529; GO:0046872; GO:0070062; GO:0071816
O13547	851107	GO:0005199; GO:0005576; GO:0009277; GO:0031225; GO:0031505
P40416	855347	GO:0005524; GO:0005743; GO:0006879; GO:0016021; GO:0016226; GO:0042626; GO:0048250
Q08421	854216	GO:0005634; GO:0006415; GO:0006417; GO:1900039; GO:2000640
P0A7E1	945556	GO:0004152; GO:0005829; GO:0005886; GO:0006207; GO:0009220; GO:0010181; GO:0016020; GO:0044205
P32447	853327	GO:0000781; GO:0001932; GO:0005634; GO:0005829; GO:0006335; GO:0006336; GO:0006337; GO:0006348; GO:0010468; GO:0016573; GO:0030466; GO:0032968; GO:0033523; GO:0035066; GO:0042393; GO:0043486; GO:0043618
Q08558	854352	GO:0004165; GO:0005777; GO:0005782; GO:0006635
P34160	855155	GO:0000184; GO:0000243; GO:0000339; GO:0000398; GO:0003729; GO:0005634; GO:0005844; GO:0005845; GO:0005846; GO:0006370; GO:0006406; GO:0006970; GO:0031053; GO:0045292; GO:0048471; GO:1990904
Q3E6R5	851989	GO:0005741; GO:0016021
P16547	854670	GO:0005739; GO:0005741; GO:0031307
P32388	853687	GO:0003735; GO:0005762; GO:0032543
Q12150	850776	GO:0006113; GO:0016021; GO:0051604
Q08754	854475	GO:0000282; GO:0006893; GO:0015031; GO:0016020; GO:0034044; GO:0034221
Q06107	856230	GO:0005789; GO:0016021
P53955	855680	GO:0001558; GO:0005546; GO:0005886; GO:0016197; GO:0030036; GO:0030950; GO:0031929; GO:0031932; GO:0035091; GO:0038203; GO:0051017; GO:0070941; GO:0072659
P38739	856357	GO:0005789; GO:0006612; GO:0008565; GO:0009408; GO:0016021; GO:0045047; GO:0071555
P10962	851208	GO:0000463; GO:0000466; GO:0005730; GO:0007049; GO:0030687; GO:0042273
Q04898	855371	GO:0008168
P47018	853319	GO:0030137
Q96BK5	54984	GO:0000228; GO:0000776; GO:0000777; GO:0000781; GO:0000784; GO:0005730; GO:0005819; GO:0007004; GO:0007080; GO:0008285; GO:0010521; GO:0010972; GO:0031397; GO:0031647; GO:0032211; GO:0044877; GO:0051972; GO:0051974; GO:0070034; GO:0070198; GO:1902570; GO:1904357; GO:1904744; GO:1904751
P33891	852732	GO:0005783; GO:0005789; GO:0006890; GO:0007030; GO:0015031; GO:0060628; GO:0070939; GO:1902504
Q07508	851471	GO:0003729; GO:0005634; GO:0005685; GO:0005829; GO:0006376; GO:0071004
P53210	852900	GO:0004733; GO:0008615; GO:0010181
Q12239	854043	GO:0000139; GO:0005794; GO:0006890; GO:0016021
P0CG48	7316	GO:0000122; GO:0000187; GO:0000209; GO:0000715; GO:0002020; GO:0002755; GO:0003723; GO:0005615; GO:0005634; GO:0005654; GO:0005737; GO:0005741; GO:0005789; GO:0005829; GO:0005886; GO:0006283; GO:0006294; GO:0006296; GO:0006297; GO:0006625; GO:0007179; GO:0007249; GO:0007254; GO:0010008; GO:0016055; GO:0016197; GO:0016567; GO:0016579; GO:0019058; GO:0019068; GO:0019221; GO:0019941; GO:0019985; GO:0030512; GO:0030666; GO:0031145; GO:0031386; GO:0031625; GO:0031982; GO:0033683; GO:0035666; GO:0036297; GO:0042276; GO:0042769; GO:0043065; GO:0043066; GO:0043209; GO:0043488; GO:0043657; GO:0044267; GO:0045944; GO:0051092; GO:0051403; GO:0055085; GO:0061024; GO:0061418; GO:0070062; GO:0070423; GO:0070498; GO:0070911; GO:0070987; GO:0075733
O75506	3281	GO:0000122; GO:0003714; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005856; GO:0006936; GO:0035987; GO:0042802; GO:0070370; GO:1900034
P25336	850454	GO:0000403; GO:0000404; GO:0000406; GO:0000710; GO:0000735; GO:0003684; GO:0005524; GO:0006298; GO:0006310; GO:0006312; GO:0007131; GO:0008094; GO:0019237; GO:0032135; GO:0032300; GO:0032302; GO:0032357; GO:0043111; GO:0043570; GO:0051096
Q08886	854553	GO:0000209; GO:0001403; GO:0004862; GO:0005737; GO:0005886; GO:0006511; GO:0007124; GO:0010255; GO:0032794; GO:0042326; GO:0046579; GO:0046580
Q02799	856053	GO:0046872
P04370	17196	GO:0000165; GO:0002020; GO:0005516; GO:0005622; GO:0005634; GO:0005737; GO:0005886; GO:0007605; GO:0009636; GO:0019911; GO:0032991; GO:0033269; GO:0034115; GO:0035633; GO:0042552; GO:0042995; GO:0043025; GO:0043209; GO:0043218; GO:0061024; GO:0071944; GO:1904209; GO:1904685; GO:2000778
Q3UGF3	17196	GO:0019911
Q542T4	17196	GO:0002020; GO:0005516; GO:0007605; GO:0009636; GO:0019911; GO:0032991; GO:0033269; GO:0042552; GO:0043025; GO:0043218; GO:0061024; GO:0071944
Q5D096	17196	GO:0002020; GO:0005516; GO:0007605; GO:0009636; GO:0019911; GO:0032991; GO:0033269; GO:0042552; GO:0043025; GO:0043218; GO:0061024; GO:0071944
Q03652	855251	GO:0000002; GO:0005739; GO:0006276
B4DZP6	339834	GO:0006310; GO:0042138
Q8IYA8	339834	GO:0000794; GO:0006310; GO:0007129; GO:0007283; GO:0042138; GO:0048477; GO:0060629
Q03266	855333	GO:0005737; GO:0008696; GO:0046654; GO:0046656
P40078	856863	GO:0000463; GO:0000466; GO:0005634; GO:0005730; GO:0030687; GO:0042273
Q05948	850922	GO:0005737; GO:0034599
P28004	851201	GO:0000350; GO:0005634; GO:0071006; GO:0071007; GO:0071014
P38121	852245	GO:0003677; GO:0003887; GO:0005634; GO:0005635; GO:0005658; GO:0006270; GO:0006273; GO:0016233; GO:0046982
P43567	850514	GO:0004760; GO:0005777; GO:0008453; GO:0019265
Q04329	855235	GO:0005774
Q12152	855953	GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0035556; GO:0036464
P38201	852252	
Q08726	854436	GO:0003924; GO:0005525; GO:0005737; GO:0006606; GO:0034087
Q02685	856083	GO:0000166; GO:0000400; GO:0003697; GO:0005737; GO:0006265; GO:0006974; GO:0007064; GO:0008047; GO:0031422; GO:0043388; GO:0043596; GO:0051301; GO:0051321
P47158	853586	GO:0005759; GO:0016226; GO:0016740; GO:0106034; GO:0106035
A0A024R562	572	GO:0001666; GO:0001836; GO:0005739; GO:0005829; GO:0006007; GO:0007283; GO:0008625; GO:0008630; GO:0008656; GO:0009749; GO:0010918; GO:0019050; GO:0019221; GO:0021987; GO:0030346; GO:0032355; GO:0032570; GO:0033133; GO:0033574; GO:0034201; GO:0035774; GO:0042542; GO:0042593; GO:0043200; GO:0043422; GO:0044342; GO:0045471; GO:0045579; GO:0045582; GO:0046031; GO:0046034; GO:0046982; GO:0051384; GO:0051592; GO:0060139; GO:0060154; GO:0071247; GO:0071396; GO:0071889; GO:0097192; GO:1901216; GO:1902220; GO:1904710; GO:2000078
Q92934	572	GO:0001836; GO:0001844; GO:0005543; GO:0005739; GO:0005741; GO:0005829; GO:0006007; GO:0006915; GO:0006919; GO:0007283; GO:0008289; GO:0008625; GO:0008630; GO:0008656; GO:0009749; GO:0010508; GO:0010918; GO:0019050; GO:0019221; GO:0019901; GO:0019903; GO:0021987; GO:0030346; GO:0032024; GO:0032355; GO:0032570; GO:0033133; GO:0033574; GO:0034201; GO:0035774; GO:0042542; GO:0042593; GO:0043065; GO:0043200; GO:0043280; GO:0043422; GO:0044342; GO:0045471; GO:0045579; GO:0045582; GO:0045862; GO:0046031; GO:0046034; GO:0046902; GO:0046931; GO:0046982; GO:0050679; GO:0051384; GO:0051592; GO:0060139; GO:0060154; GO:0071247; GO:0071260; GO:0071316; GO:0071396; GO:0071456; GO:0071889; GO:0090200; GO:0097191; GO:0097192; GO:0097193; GO:0097202; GO:1900740; GO:1901216; GO:1902220; GO:1904710; GO:2000078; GO:2001244
Q07362	851507	GO:0005634; GO:0010494
P15365	853617	GO:0005886; GO:0015124; GO:0015719; GO:0016021; GO:0042938; GO:0042939; GO:0071916
P38353	852586	GO:0005048; GO:0005783; GO:0005784; GO:0005789; GO:0006614; GO:0006616; GO:0006620; GO:0008320; GO:0016021; GO:0071261
Q07530	851444	GO:0016491
P53336	853200	GO:0005730; GO:0008168; GO:0032259
O94722	2538731	GO:0005375; GO:0005783; GO:0005886; GO:0005887; GO:0098705
Q04370	855041	GO:0004842; GO:0005779; GO:0006513; GO:0008022; GO:0008270; GO:0016558; GO:1990429
P37304	851838	GO:0005737; GO:0007124
P07252	853221	GO:0000958; GO:0003729; GO:0005739; GO:0006397; GO:0009060; GO:0031314
B2RCV0	51562	
Q9NS73	51562	GO:0000173; GO:0004860; GO:0005634; GO:0005671; GO:0005730; GO:0005829; GO:0030366; GO:0032324; GO:0042802; GO:0043966
P28000	855609	GO:0001054; GO:0003677; GO:0005654; GO:0005666; GO:0005736; GO:0006360; GO:0006386; GO:0042254; GO:0042797; GO:0046983
P22804	854813	GO:0000139; GO:0005484; GO:0005789; GO:0006888; GO:0006890; GO:0006906; GO:0015031; GO:0016021; GO:0030134; GO:0031201
Q02260	852964	GO:0000243; GO:0000387; GO:0000398; GO:0003723; GO:0003729; GO:0005634; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0005689; GO:0005829; GO:0030532; GO:0034715; GO:0034719; GO:0046540; GO:0071004; GO:0071013
P47171	853605	GO:0000417; GO:0003714; GO:0005634; GO:0006336; GO:0006368; GO:0035066; GO:0071930
P53739	855783	GO:0000749; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0006468; GO:0006869; GO:0043332; GO:0046777; GO:0061092
Q8TGS9	1466498	
B4DFZ5	11275	
E9PEX9	11275	GO:0016021
O95198	11275	GO:0001726; GO:0003779; GO:0005737; GO:0005829; GO:0015629; GO:0016567; GO:0030027; GO:0031463; GO:0042802; GO:0043687
Q8TGJ7	1466404	
Q12016	853991	GO:0000329; GO:0005739; GO:0015031; GO:0016021; GO:0032511; GO:0034424
Q07904	850690	GO:0005215; GO:0005783; GO:0005789; GO:0005886; GO:0006810; GO:0016021; GO:0055085
P40512	854739	GO:0000338; GO:0005737; GO:0008180
B3KUJ0	10262	GO:0003723
Q15427	10262	GO:0000375; GO:0000398; GO:0003723; GO:0005654; GO:0005681; GO:0005689; GO:0005730; GO:0006397; GO:0008380; GO:0048026; GO:1990904
P38164	852170	GO:0015031; GO:0035859; GO:0097042; GO:1904263
P43617	850606	GO:0005215; GO:0005743; GO:0006810; GO:0006843; GO:0016021; GO:0022857
Q06409	851141	GO:0000422; GO:0005085; GO:0005739; GO:0005886; GO:0007264; GO:0035556
P39986	856681	GO:0005524; GO:0005789; GO:0005801; GO:0006812; GO:0006874; GO:0015662; GO:0016021; GO:0030026; GO:0046872; GO:0055085; GO:0055092
Q10169	2542667	GO:0005634; GO:0005829; GO:0030433; GO:0031593; GO:0042177
Q07799	850653	GO:0000422; GO:0005739; GO:0005886; GO:0035556
P53629	855753	GO:0005783; GO:0005789; GO:0008204; GO:0016021; GO:0034737
P36087	853793	GO:0048037
Q3E7B3	1466522	
H6UYS5	6622	GO:0005737; GO:0014059
P37840	6622	GO:0000122; GO:0000287; GO:0001774; GO:0001921; GO:0001933; GO:0001956; GO:0003779; GO:0005507; GO:0005509; GO:0005543; GO:0005576; GO:0005615; GO:0005634; GO:0005640; GO:0005737; GO:0005739; GO:0005741; GO:0005743; GO:0005758; GO:0005759; GO:0005764; GO:0005791; GO:0005794; GO:0005829; GO:0005840; GO:0005886; GO:0005938; GO:0006631; GO:0006638; GO:0006644; GO:0006919; GO:0007006; GO:0007568; GO:0008017; GO:0008198; GO:0008270; GO:0008344; GO:0010040; GO:0010517; GO:0010642; GO:0014048; GO:0014059; GO:0015629; GO:0016020; GO:0016234; GO:0016491; GO:0019894; GO:0019904; GO:0022898; GO:0030054; GO:0030424; GO:0030426; GO:0030544; GO:0030672; GO:0031115; GO:0031623; GO:0031648; GO:0032026; GO:0032410; GO:0032496; GO:0032769; GO:0033138; GO:0034341; GO:0034599; GO:0035067; GO:0040012; GO:0042393; GO:0042416; GO:0042775; GO:0042802; GO:0043014; GO:0043025; GO:0043027; GO:0043030; GO:0043065; GO:0043066; GO:0043154; GO:0043195; GO:0043274; GO:0043524; GO:0044212; GO:0044267; GO:0044344; GO:0045807; GO:0045920; GO:0045963; GO:0047485; GO:0048148; GO:0048156; GO:0048169; GO:0048471; GO:0048487; GO:0048488; GO:0048489; GO:0050729; GO:0050808; GO:0050812; GO:0051219; GO:0051281; GO:0051583; GO:0051585; GO:0051612; GO:0051621; GO:0051622; GO:0055114; GO:0060079; GO:0060291; GO:0060732; GO:0070495; GO:0070555; GO:0070840; GO:0071280; GO:0071872; GO:0071902; GO:0097435; GO:0098794; GO:0099512; GO:1901215; GO:1901216; GO:1902957; GO:1903136; GO:1903284; GO:1903285; GO:1903421; GO:1903426; GO:1904307; GO:1904715; GO:1905606
P39529	853224	GO:0000981; GO:0003677; GO:0005634; GO:0006351; GO:0008270; GO:0045944
P53978	855718	GO:0003746; GO:0005524; GO:0006414; GO:0016887; GO:0022626
P56508	852138	GO:0000328; GO:0000329; GO:0005811; GO:0016021; GO:0031625; GO:0032509; GO:0044257
Q99373	855944	GO:0005739; GO:0009060
Q99208	850660	GO:0003676; GO:0004386; GO:0005524
Q53EZ4	55165	GO:0000281; GO:0000920; GO:0005813; GO:0005814; GO:0005815; GO:0005886; GO:0014066; GO:0016020; GO:0030496; GO:0032154; GO:0045171; GO:0045184; GO:0061952; GO:0072001; GO:0090543; GO:1904888
P05319	854118	GO:0002181; GO:0003735; GO:0006414; GO:0022625; GO:0030295
Q08826	854539	GO:0000139; GO:0005768; GO:0005829; GO:0008104; GO:0015031; GO:0031902; GO:0032266; GO:0032994; GO:0034499
P53039	853082	GO:0005789; GO:0006888; GO:0015031; GO:0016192; GO:0030134; GO:0030173; GO:0048280
Q12324	854255	GO:0000324; GO:0000329; GO:0005216; GO:0005227; GO:0005244; GO:0005262; GO:0005267; GO:0005272; GO:0005887; GO:0030003; GO:0097553; GO:1990816
P38110	852190	GO:0000077; GO:0000723; GO:0000781; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0006281; GO:0006302; GO:0006974; GO:0006975; GO:0008630; GO:0016310; GO:0016572; GO:0042162; GO:1904262
Q05533	851881	GO:0006021; GO:0007165; GO:0008934; GO:0046854; GO:0046855; GO:0046872; GO:0052832; GO:0052833
P38042	852194	GO:0005680; GO:0005737; GO:0007049; GO:0016567; GO:0031145; GO:0034399; GO:0051301
P25569	850318	GO:0005634; GO:0005737; GO:0034657; GO:0043161; GO:0045721
P38878	856599	GO:0005789; GO:0016021; GO:0034976; GO:0046872; GO:0071782; GO:0071786
A0A178VID5	824422	
A0A178VKZ7	824422	
F4J6Z1	824422	GO:0005829; GO:0006301; GO:0006974
Q9SVD7	824422	GO:0005634; GO:0006301; GO:0061631; GO:0070534
P38439	854290	GO:0001085; GO:0003712; GO:0003723; GO:0005634; GO:0006325; GO:0006353; GO:0006368; GO:0016593; GO:0032968; GO:0080182; GO:0090262; GO:1990269; GO:2001173; GO:2001209
P36019	855631	GO:0003924; GO:0005525; GO:0005768; GO:0005769; GO:0005770; GO:0005829; GO:0005886; GO:0006623; GO:0006886; GO:0006895; GO:0006897; GO:0030139; GO:0032482
P35725	853802	
P39538	853242	GO:0004843; GO:0006511; GO:0016579
P01123	850505	GO:0000045; GO:0000139; GO:0000149; GO:0000407; GO:0003924; GO:0005525; GO:0005789; GO:0005795; GO:0005801; GO:0005829; GO:0006886; GO:0006888; GO:0006890; GO:0016236; GO:0031410; GO:0032258; GO:0032456; GO:0032482; GO:0034045; GO:0034497; GO:0034498; GO:0035493; GO:0035494; GO:0043549; GO:0048194; GO:0048211; GO:0061709; GO:0090114; GO:1900101; GO:1990261
Q9NQC3	57142	GO:0001825; GO:0003723; GO:0005622; GO:0005635; GO:0005783; GO:0005789; GO:0005886; GO:0006915; GO:0007413; GO:0010634; GO:0014069; GO:0021801; GO:0030176; GO:0030308; GO:0030334; GO:0030517; GO:0031625; GO:0033601; GO:0042981; GO:0042995; GO:0043025; GO:0045296; GO:0050771; GO:0050821; GO:0051292; GO:0051897; GO:0060317; GO:0071782; GO:0071786; GO:0071787; GO:0098826; GO:1905552; GO:1905580; GO:1990809; GO:2000172
P46974	853592	GO:0000122; GO:0000790; GO:0000981; GO:0003700; GO:0006351; GO:0006355; GO:0008270; GO:0043565; GO:0045944
P53217	852910	GO:0005783; GO:0005886; GO:0016021
Q15013	9587	GO:0005634; GO:0005730; GO:0005737; GO:0005819; GO:0007093; GO:0007096; GO:0031965
P40449	854645	
P47011	853304	GO:0005737; GO:0005978; GO:0008466; GO:0102751
Q03673	855015	GO:0016021; GO:0031966
P22579	854158	GO:0000117; GO:0000122; GO:0000785; GO:0003713; GO:0003714; GO:0006303; GO:0016479; GO:0016575; GO:0030174; GO:0031939; GO:0032221; GO:0033698; GO:0042802; GO:0045944; GO:0051038; GO:0051301; GO:0061186; GO:0061188; GO:0061408; GO:0061587; GO:0070822
P41800	850654	GO:0000002; GO:0005741; GO:0005783; GO:0007005; GO:0008289; GO:0015914; GO:0015917; GO:0030176; GO:0032865; GO:0045040; GO:0070096; GO:0120009; GO:1990456
P32329	850811	GO:0001402; GO:0004190; GO:0005576; GO:0006508; GO:0009277; GO:0016485; GO:0030163; GO:0031505; GO:0046658; GO:0071432
P37293	853050	GO:0005737; GO:0016746; GO:0017196
Q06142	851061	GO:0005087; GO:0005643; GO:0005737; GO:0006607; GO:0006610; GO:0006612; GO:0006656; GO:0008139; GO:0008565; GO:0031965; GO:0034399; GO:0042564; GO:0044877; GO:0051028; GO:0051292; GO:0060188; GO:0061676; GO:0097718
Q03178	853692	GO:0005199; GO:0005576; GO:0005621; GO:0006886; GO:0009277; GO:0031505; GO:0034399
P28708	853744	GO:0004674; GO:0005524; GO:0005737; GO:0031138; GO:0046020
P28627	855182	GO:0004175; GO:0006627; GO:0008236; GO:0016021; GO:0042720
P0CX39	856839,852206	GO:0000462; GO:0002181; GO:0003735; GO:0022627
P0CX40	856839,852206	GO:0000462; GO:0002181; GO:0003735; GO:0022627
P22140	856523	GO:0000139; GO:0004142; GO:0004307; GO:0005789; GO:0005794; GO:0006646; GO:0006656; GO:0016021; GO:0016780
A0A178UQK2	832208	GO:0000150; GO:0000724; GO:0003690; GO:0003697; GO:0005524; GO:0005634; GO:0008094; GO:1990426
A0A1P8BGT9	832208	GO:0000150; GO:0000724; GO:0003690; GO:0003697; GO:0005524; GO:0005634; GO:0008094; GO:1990426
P94102	832208	GO:0000150; GO:0000730; GO:0000794; GO:0003690; GO:0003697; GO:0005524; GO:0005634; GO:0005694; GO:0006259; GO:0006302; GO:0006312; GO:0006355; GO:0007131; GO:0008094; GO:0009314; GO:0010332; GO:0042148; GO:0045003; GO:0070192; GO:1990426
A0A024RE22	30818	GO:0000978; GO:0001078; GO:0005509; GO:0005634; GO:0006886; GO:0015459; GO:0030425; GO:0032993; GO:0043679; GO:0044325
Q9Y2W7	30818	GO:0000978; GO:0001078; GO:0003677; GO:0003714; GO:0005244; GO:0005267; GO:0005509; GO:0005634; GO:0005783; GO:0005794; GO:0005829; GO:0005886; GO:0006357; GO:0006886; GO:0006915; GO:0007165; GO:0008076; GO:0015459; GO:0030425; GO:0032993; GO:0043679; GO:0044325; GO:0072659; GO:1901379
F7D4V9	100053958	GO:0005758; GO:0006122; GO:0006123; GO:0009055; GO:0020037; GO:0046872; GO:0070469
P27476	853064	GO:0000028; GO:0003723; GO:0005634; GO:0005635; GO:0005730; GO:0006364; GO:0008139; GO:0043047; GO:1990904
P46992	853268	GO:0005886; GO:0009277; GO:0031225
Q9H8P0	79644	GO:0003865; GO:0005783; GO:0005789; GO:0006488; GO:0006489; GO:0006702; GO:0016021; GO:0016095; GO:0016628; GO:0019348; GO:0019408; GO:0047751; GO:0102389
A0A024R5L2	91703	GO:0004046; GO:0005737; GO:0016324; GO:0016788; GO:0042802; GO:0046872
Q96HD9	91703	GO:0004046; GO:0005829; GO:0006805; GO:0016032; GO:0016324; GO:0016788; GO:0042802; GO:0046872; GO:0070062
P47154	853581	GO:0004222; GO:0005637; GO:0016485; GO:0019236; GO:0030176; GO:0046872; GO:0071432; GO:0071586
B4DUV7	79096	
Q9H6J7	79096	
P52867	851464	GO:0004169; GO:0016021; GO:0031505; GO:0035269; GO:0097582; GO:0097584; GO:0097585
P08678	853452	GO:0000287; GO:0004016; GO:0005524; GO:0005739; GO:0005789; GO:0005886; GO:0006171; GO:0007188; GO:0007265
P13130	856541	GO:0005619; GO:0030476
Q9UTM7	2542502	GO:0000123; GO:0000781; GO:0000790; GO:0005634; GO:0005737; GO:0006281; GO:0006348; GO:0010485; GO:0042393; GO:0043967; GO:0043981; GO:0043982; GO:0043983; GO:0043995; GO:0043996; GO:0043997
P53982	855723	GO:0000287; GO:0004450; GO:0005737; GO:0005777; GO:0006097; GO:0006099; GO:0006102; GO:0006635; GO:0006739; GO:0006740; GO:0042803; GO:0051287
P32858	853829	GO:0000422; GO:0005739; GO:0016021; GO:0016236; GO:0031966
P39995	856696	GO:0005634; GO:0005829; GO:0006281; GO:0006325; GO:0035267
P40159	855513	GO:0005739; GO:0019867
P36078	853778	GO:0005758; GO:0008270; GO:0031966; GO:0045041
P07266	854839	GO:0000002; GO:0000372; GO:0000402; GO:0000403; GO:0000963; GO:0003723; GO:0004520; GO:0005739; GO:0005759; GO:0006397; GO:0070336; GO:1990904
K9JA46	3320	GO:0005524; GO:0005634; GO:0005737; GO:0006457; GO:0009408; GO:0009409; GO:0046677; GO:0051082
P07900	3320	GO:0000086; GO:0000166; GO:0001934; GO:0003723; GO:0004713; GO:0005524; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0006839; GO:0006898; GO:0006986; GO:0007004; GO:0007165; GO:0009408; GO:0009409; GO:0010389; GO:0016020; GO:0016887; GO:0019221; GO:0021955; GO:0023026; GO:0030010; GO:0030235; GO:0030911; GO:0031396; GO:0031625; GO:0032273; GO:0032991; GO:0033138; GO:0034774; GO:0038096; GO:0038128; GO:0042026; GO:0042470; GO:0042623; GO:0042802; GO:0042803; GO:0042826; GO:0043025; GO:0043202; GO:0043254; GO:0043312; GO:0043335; GO:0044294; GO:0044295; GO:0045040; GO:0045429; GO:0046677; GO:0048010; GO:0048156; GO:0048471; GO:0048675; GO:0050821; GO:0050999; GO:0051020; GO:0051082; GO:0051131; GO:0051186; GO:0051897; GO:0051973; GO:0061684; GO:0070062; GO:0070182; GO:0071682; GO:0097110; GO:0097711; GO:0097718; GO:1900034; GO:1902949; GO:1903364; GO:1903827; GO:1904813; GO:1905323; GO:1990782
Q86SX1	3320	GO:0005524; GO:0006457; GO:0051082
P38954	851644	GO:0006673; GO:0006676; GO:0016021; GO:0016772; GO:0030148; GO:0045140; GO:0070916
P32835	851000	GO:0000467; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0006606; GO:0006913; GO:0006997; GO:0031938
O75525	10656	GO:0003723; GO:0005634; GO:0005654; GO:0006397; GO:0017124; GO:0019904; GO:0042802; GO:0048024; GO:0051259
P05150	853357	GO:0004585; GO:0005739; GO:0005829; GO:0006526; GO:0016597; GO:0042450
Q06346	851973	GO:0006673; GO:0030173; GO:0070916; GO:0070917
P38912	855302	GO:0001731; GO:0001732; GO:0003725; GO:0003743; GO:0010494; GO:0016282; GO:0019901; GO:0031369; GO:0033290; GO:0043024
P47015	853310	GO:0003743; GO:0005739; GO:0043022; GO:0070124
Q13137	10241	GO:0000421; GO:0005634; GO:0005737; GO:0005776; GO:0005829; GO:0005856; GO:0016020; GO:0016032; GO:0031410; GO:0034341; GO:0042803; GO:0043231; GO:0048471; GO:0098792; GO:1901098
P19880	855005	GO:0000304; GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0009408; GO:0010038; GO:0042493; GO:0043619; GO:0046686; GO:1900101
Q15008	9861	GO:0000502; GO:0005576; GO:0005654; GO:0005829; GO:0005838; GO:0006508; GO:0016579; GO:0016887; GO:0022624; GO:0030234; GO:0034774; GO:0043161; GO:0043312; GO:0043687; GO:1904813
P38626	854768	GO:0004128; GO:0005741; GO:0005789; GO:0005886; GO:0016021
Q07500	851474	GO:0003954; GO:0005739; GO:0005758; GO:0006116; GO:0019655
P20942	25343	GO:0001750; GO:0001917; GO:0005634; GO:0005829; GO:0007601; GO:0050896
Q03362	852087	GO:0005783
P62808	615043	GO:0000786; GO:0003677; GO:0005634; GO:0006334; GO:0046982
A0A024R3Q6	23219	
Q9NVF7	23219	GO:0000776; GO:0000777
P54005	855364	GO:0001403; GO:0005737; GO:0007124
Q03193	851664	GO:0005886; GO:0015174; GO:0016021
B4DXW7	11063	GO:0003677; GO:0005634
O94993	11063	GO:0000981; GO:0005634; GO:0006357; GO:0007283; GO:0031960; GO:0043565
P81451	854077	GO:0000276; GO:0015986; GO:0016021; GO:0051259; GO:0099132
P45818	852704	GO:0000447; GO:0000472; GO:0000480; GO:0003723; GO:0004004; GO:0005524; GO:0005654; GO:0005730; GO:0008186; GO:0030490; GO:0031167; GO:0048254
Q01855	854117	GO:0000028; GO:0002181; GO:0003723; GO:0003735; GO:0006407; GO:0022627
P53686	856092	GO:0000183; GO:0001300; GO:0005634; GO:0005737; GO:0008270; GO:0017136; GO:0031939; GO:0045950; GO:0046970; GO:0070403; GO:0070933
